Sequence	Contig	Position	SexBias	P	Signif
683639	CM014037.1	9577691	-0.0882353	0.352763	False
683843	CM014036.1	18343591	0	1	False
684545	CM014030.1	17342726	0	1	False
684915	PKUT01000429.1	75660	0	1	False
685181	CM014034.1	11925804	0	1	False
685623	CM014015.1	25225154	0.0294117	1	False
685788	CM014015.1	9728815	0.235294	0.0357832	False
685952	CM014013.1	30187733	-0.176471	0.217944	False
686002	CM014025.1	4959629	0	1	False
686340	CM014019.1	9497807	0	1	False
686759	CM014017.1	19974710	0.0294118	1	False
687175	CM014020.1	16267048	0	1	False
687792	CM014013.1	33003745	0	1	False
687932	CM014012.1	16941079	0	1	False
688088	CM014014.1	20170427	0	1	False
688239	CM014013.1	13367636	0	1	False
688334	CM014035.1	8001784	0	1	False
688487	CM014015.1	32668349	0	1	False
688745	CM014019.1	4406320	0.0294118	1	False
688817	CM014014.1	20141554	0.0294118	1	False
689041	PKUT01000040.1	657810	0	1	False
689095	CM014019.1	14154257	0	1	False
689451	CM014028.1	10466068	0.0882353	0.599611	False
689558	PKUT01000883.1	113270	0	1	False
689784	CM014021.1	3124331	-0.0588235	0.805371	False
690146	PKUT01000920.1	89209	0	1	False
690443	CM014035.1	17998227	0	1	False
690658	CM014030.1	9112219	0	1	False
690714	CM014013.1	1940820	-0.0294118	1	False
690771	CM014018.1	10118387	-0.0588235	0.668982	False
690830	CM014036.1	14135725	0.117647	0.199619	False
691175	CM014039.1	16891694	0	1	False
691490	CM014020.1	20570627	0	1	False
691801	CM014021.1	1278423	-0.0882353	0.424798	False
692722	CM014020.1	19927645	0.0294118	1	False
692794	CM014026.1	21671346	0	1	False
693143	CM014012.1	33608363	0	1	False
693331	CM014029.1	13700686	0	1	False
693721	CM014014.1	26008831	0.0588235	0.790127	False
695051	CM014013.1	27705967	0.0882353	0.620113	False
695073	CM014030.1	22883142	-0.0588235	0.764244	False
695178	CM014035.1	15119337	0.235294	0.0873358	False
695671	CM014022.1	17672648	0	1	False
695837	CM014040.1	11721724	0	1	False
696025	CM014017.1	6271738	0	1	False
696432	CM014022.1	17780922	0	1	False
697150	CM014038.1	10078335	0	1	False
697164	CM014016.1	1975931	-0.0294118	1	False
697220	CM014020.1	14699203	-0.117647	0.424618	False
697655	CM014035.1	10782109	0	1	False
698059	CM014015.1	37092617	0.0882353	0.510124	False
698269	CM014028.1	4218952	-0.0294117	1	False
698489	CM014018.1	6149907	-0.147059	0.314402	False
698573	CM014026.1	8362056	0	1	False
699846	CM014024.1	5313069	0.117647	0.436774	False
700091	CM014016.1	24745666	0.176471	0.111717	False
700467	CM014015.1	29609901	0	1	False
701291	CM014018.1	22259724	0	1	False
701677	CM014020.1	12014532	0	1	False
701800	CM014036.1	6320341	0	1	False
701878	CM014018.1	6270144	-0.0882353	0.424798	False
702032	CM014035.1	2281575	0	1	False
702700	CM014026.1	21989789	0	1	False
702848	CM014015.1	9947776	0	1	False
703549	CM014038.1	6519207	0	1	False
703971	CM014022.1	12343791	-0.0294118	1	False
704285	CM014015.1	12410147	0	1	False
704471	CM014027.1	7964263	0	1	False
704783	CM014027.1	24564705	0	1	False
704835	CM014037.1	13337835	0	1	False
704888	PKUT01000886.1	6333	0	1	False
705064	CM014022.1	5686923	0	1	False
705539	CM014013.1	25573116	0	1	False
706744	CM014024.1	10605027	0	1	False
707739	PKUT01000889.1	48748	0	1	False
708245	CM014030.1	10730786	0	1	False
709284	CM014036.1	8384561	-0.0882353	0.237584	False
709329	CM014012.1	15657886	-0.117647	0.459781	False
710312	CM014018.1	7711477	0	1	False
710375	CM014024.1	1769216	0	1	False
711091	CM014014.1	30720831	0.0294118	1	False
712002	CM014015.1	28793979	0	1	False
712676	CM014024.1	8952334	0	1	False
713088	CM014013.1	24226352	0.117647	0.258831	False
713109	CM014034.1	1580801	-0.0294118	1	False
713681	CM014030.1	9425396	0	1	False
713776	CM014013.1	8185998	0	1	False
713891	CM014023.1	20478796	0	1	False
714610	CM014019.1	16309795	0	1	False
715098	CM014037.1	8418109	0	1	False
715672	CM014023.1	25745380	0	1	False
715778	CM014017.1	21758197	0	1	False
715905	CM014013.1	6830049	-0.117647	0.466082	False
715961	CM014014.1	28979449	0	1	False
716979	CM014036.1	18585261	-0.0588235	0.764244	False
717319	CM014026.1	17284590	0	1	False
717419	CM014024.1	11995759	0	1	False
717832	PKUT01000203.1	203846	0	1	False
718123	CM014028.1	11381895	0	1	False
718667	CM014014.1	16670208	0.147059	0.293755	False
719642	PKUT01001959.1	54589	0.235294	0.0873358	False
720674	CM014015.1	15305652	0	1	False
721003	CM014022.1	6964687	-0.147059	0.3215	False
721355	CM014037.1	12418665	-0.117647	0.409587	False
722010	CM014026.1	3503639	0	1	False
722113	CM014018.1	15289985	0	1	False
722518	CM014019.1	29900517	0.0588235	0.668982	False
723283	CM014024.1	4070873	0	1	False
723351	CM014012.1	20843070	0	1	False
723764	CM014014.1	20684928	0	1	False
724090	CM014034.1	3712497	0	1	False
724184	CM014019.1	2735171	0	1	False
724493	CM014040.1	9419713	0	1	False
724605	CM014031.1	2346436	0	1	False
724719	CM014014.1	21582627	0.0882353	0.58884	False
724887	CM014025.1	3059425	0.0588235	0.606282	False
725427	CM014026.1	4605907	0.0588235	0.790127	False
725653	CM014028.1	18165889	0	1	False
726329	CM014040.1	224901	0	1	False
726534	CM014022.1	12160893	0	1	False
727089	CM014014.1	14306856	0	1	False
727471	CM014029.1	7423699	0	1	False
728007	CM014013.1	23390989	0	1	False
728072	CM014018.1	5084316	-0.0882353	0.237584	False
728361	CM014030.1	15803836	0	1	False
728417	CM014018.1	20514217	0	1	False
728865	CM014032.1	9078075	0	1	False
728976	CM014021.1	23505388	0	1	False
729233	CM014034.1	13682385	-0.0882353	0.352763	False
729529	CM014026.1	16728654	0	1	False
730100	CM014036.1	10897769	0	1	False
730165	CM014024.1	4843866	0	1	False
730181	CM014033.1	3231841	-0.0882353	0.599611	False
730516	CM014039.1	4206578	-0.235294	0.00842106	False
731419	CM014029.1	19729312	0	1	False
731568	CM014029.1	20746448	-0.0588235	0.808039	False
731740	CM014020.1	4338066	0.117647	0.446491	False
732180	CM014015.1	12531924	0	1	False
732459	CM014029.1	7126723	0	1	False
732471	CM014024.1	25211503	0.0294117	1	False
732482	CM014038.1	9252759	0	1	False
732500	CM014035.1	6716195	0	1	False
732668	CM014019.1	19067225	0	1	False
732775	CM014026.1	5064440	-0.0882353	0.47417	False
733786	CM014022.1	12032053	0	1	False
733994	PKUT01000344.1	124075	0	1	False
733996	PKUT01001032.1	1343268	0	1	False
734356	CM014017.1	11264321	-0.0294118	1	False
734592	CM014029.1	21353436	0	1	False
734976	CM014031.1	6255940	0	1	False
735314	CM014034.1	6725928	0	1	False
735595	CM014034.1	16074633	0.205882	0.0481625	False
735921	CM014025.1	705123	0	1	False
736166	CM014028.1	9509523	0.0294118	1	False
736241	CM014036.1	9815182	0	1	False
736910	CM014028.1	14375917	0	1	False
736924	CM014014.1	35470205	0.0294118	1	False
737309	CM014026.1	18244422	0.0588235	0.802942	False
737312	CM014037.1	11666888	0	1	False
737439	CM014021.1	21114000	0.0294118	1	False
737779	CM014017.1	9957050	0.0294118	1	False
738283	CM014013.1	38929399	0	1	False
738759	CM014016.1	15598870	0.0882353	0.424798	False
740093	CM014031.1	21746939	-0.0588235	0.764244	False
740194	CM014012.1	27146609	-0.0294118	1	False
740576	PKUT01000767.1	333218	-0.117647	0.424618	False
740639	CM014014.1	23235603	0.117647	0.409587	False
740717	CM014018.1	12451765	0.0882353	0.575403	False
740721	CM014036.1	5717833	0.0588235	0.606282	False
741239	CM014033.1	4111233	0	1	False
741389	CM014027.1	6594264	0	1	False
741635	CM014034.1	6693937	0	1	False
741928	CM014028.1	2475869	-0.205882	0.0928919	False
742642	CM014017.1	7654280	-0.0588235	0.732046	False
742845	CM014015.1	13046175	0	1	False
743863	PKUT01000617.1	122544	0	1	False
743927	CM014025.1	4588253	0	1	False
744184	CM014029.1	22709109	0	1	False
744911	CM014029.1	22132895	0	1	False
744930	CM014015.1	37967971	0	1	False
745604	PKUT01002104.1	92348	0.0588235	0.805371	False
745977	CM014012.1	16609165	0	1	False
746104	CM014039.1	15087628	0	1	False
747014	CM014030.1	11997218	-0.0882353	0.424798	False
747068	CM014021.1	18846869	0	1	False
747940	CM014019.1	11612741	0	1	False
748395	CM014035.1	8823128	0.0588235	0.764244	False
749509	CM014014.1	2737420	0.0588235	0.750406	False
749518	PKUT01001998.1	145340	0	1	False
749737	CM014031.1	20580258	0	1	False
750021	CM014027.1	4195603	0	1	False
750065	CM014016.1	9273987	0	1	False
750255	CM014022.1	1786909	-0.147059	0.217366	False
750365	CM014028.1	14174582	0	1	False
750612	CM014014.1	10861362	0	1	False
750943	CM014022.1	14098572	0	1	False
751036	CM014016.1	11657617	0	1	False
751049	CM014013.1	19476016	-0.0294118	1	False
751370	CM014027.1	6170258	0	1	False
751444	CM014023.1	1645507	0	1	False
751507	CM014019.1	20646461	0	1	False
752289	CM014016.1	28137190	0	1	False
752358	CM014014.1	14354428	0	1	False
753099	CM014028.1	8933313	0	1	False
753299	CM014020.1	25911936	0	1	False
754079	CM014023.1	16999796	-0.0882353	0.575403	False
754200	CM014034.1	18647624	0	1	False
754369	CM014016.1	11664580	0	1	False
754716	CM014021.1	12924546	0	1	False
754740	CM014014.1	9446184	0	1	False
755228	CM014014.1	17600613	0	1	False
755268	CM014029.1	15801098	0	1	False
755515	CM014035.1	9588596	0	1	False
755925	CM014033.1	19053686	0	1	False
756367	CM014017.1	13081411	0	1	False
756784	PKUT01000223.1	5027	-0.0294118	1	False
757310	CM014018.1	3543313	0	1	False
757338	CM014028.1	24034864	0	1	False
757356	CM014029.1	16152802	0.0588235	0.807051	False
757906	CM014012.1	34947120	0.0882353	0.599611	False
758071	CM014034.1	15784098	0	1	False
758230	CM014025.1	7803610	-0.0882353	0.620113	False
758398	CM014036.1	20158109	0	1	False
758406	CM014016.1	6941786	0	1	False
758870	CM014012.1	208674	-0.0882353	0.352763	False
759303	CM014021.1	15208343	0	1	False
759408	CM014017.1	12020983	0	1	False
759667	CM014026.1	20320565	0.0882353	0.237584	False
759812	CM014038.1	704584	0.0294118	1	False
760075	CM014025.1	27747450	0.0588235	0.606282	False
761053	CM014012.1	36590346	-0.0588235	0.606282	False
762250	PKUT01000208.1	134641	0	1	False
762308	CM014028.1	10193240	0	1	False
763111	CM014028.1	24104053	-0.0588235	0.472917	False
763349	CM014035.1	19295922	-0.0882353	0.626279	False
763632	CM014021.1	2575272	0.0588235	0.668982	False
763780	CM014038.1	5518440	0.735294	3.98448e-09	True
764762	CM014040.1	5889705	0	1	False
764986	CM014024.1	10561157	0.176471	0.133729	False
765065	CM014016.1	18456931	0.117647	0.258831	False
765067	CM014016.1	1506864	0	1	False
765282	CM014031.1	1243604	0.0294118	1	False
765353	PKUT01000690.1	959203	0	1	False
765542	CM014038.1	13593639	-0.0588235	0.783413	False
765547	CM014014.1	37480695	-0.0294118	1	False
765863	CM014014.1	10594422	-0.117647	0.409587	False
767224	CM014030.1	16158097	-0.0882353	0.626279	False
767285	CM014016.1	18578876	0	1	False
767359	CM014014.1	15483138	0	1	False
767511	CM014013.1	4102028	0	1	False
767534	CM014019.1	2322811	0	1	False
768133	CM014020.1	27024802	0	1	False
768246	PKUT01002551.1	5657	0.0588235	0.668982	False
768685	CM014015.1	8604670	0	1	False
768867	CM014035.1	13737293	0	1	False
769197	CM014016.1	32321454	0	1	False
769593	CM014022.1	20425378	0.235294	0.0453707	False
769595	CM014026.1	803676	0	1	False
769683	CM014031.1	17113035	0	1	False
769703	CM014034.1	7701004	0	1	False
770158	CM014035.1	15793879	-0.0882353	0.237584	False
770667	CM014020.1	623975	0	1	False
770973	CM014030.1	10308596	0	1	False
771316	CM014014.1	12256385	0	1	False
771705	CM014038.1	6789356	0	1	False
772130	CM014020.1	15121206	0.0294118	1	False
772163	CM014023.1	16823384	0.0882353	0.424798	False
772325	CM014020.1	20398208	0	1	False
772557	CM014013.1	19217529	0.0882353	0.424798	False
772723	CM014036.1	12829324	-0.0882353	0.575403	False
772756	CM014015.1	36518374	0	1	False
773519	CM014033.1	18795317	0.0882353	0.237584	False
776465	CM014015.1	31465119	0	1	False
776569	CM014020.1	6462993	0	1	False
776726	CM014032.1	4248770	0	1	False
776878	CM014012.1	3552897	0	1	False
776989	PKUT01000772.1	37747	0	1	False
777149	CM014015.1	30616815	0	1	False
777365	CM014024.1	13370334	0	1	False
777476	CM014037.1	1755460	0.0294118	1	False
777501	CM014026.1	16176767	0	1	False
777626	CM014018.1	10281315	0	1	False
777714	CM014019.1	25003335	0	1	False
777889	CM014039.1	16066740	0	1	False
778087	CM014038.1	14526561	0	1	False
779102	CM014029.1	923295	-0.0294118	1	False
779143	PKUT01000050.1	449727	0	1	False
779464	CM014014.1	18322946	0	1	False
779677	PKUT01000756.1	18141	0.0882353	0.575403	False
779961	CM014030.1	9388001	-0.0882353	0.558598	False
780113	CM014032.1	18352346	0	1	False
780638	CM014030.1	24438379	0	1	False
781106	CM014012.1	34359053	-0.0294118	1	False
781292	CM014033.1	16967026	0.0294117	1	False
781322	CM014039.1	16435311	0	1	False
781468	CM014021.1	15436365	0	1	False
781980	CM014021.1	28132087	-0.0294117	1	False
782179	CM014022.1	13226004	0	1	False
782283	CM014025.1	10476298	0.0294118	1	False
782984	CM014038.1	13384591	-0.264706	0.051429	False
783080	CM014038.1	1204095	-0.205882	0.131288	False
784100	CM014033.1	18291061	0	1	False
784342	CM014012.1	5243106	0	1	False
784645	CM014020.1	11554670	-0.0882353	0.537379	False
784654	CM014034.1	13251400	0	1	False
784944	CM014021.1	17533474	0	1	False
785076	PKUT01002538.1	45230	0.0294118	1	False
785430	CM014020.1	22234574	0	1	False
785544	CM014023.1	5702513	0.0882353	0.627477	False
785661	CM014031.1	7035329	0	1	False
786357	CM014014.1	11716243	0	1	False
786425	CM014038.1	3040136	0	1	False
786434	CM014024.1	3047081	0	1	False
786473	PKUT01000141.1	275210	0	1	False
787255	CM014038.1	12176534	0	1	False
787489	CM014034.1	18939658	0.147059	0.314402	False
787969	CM014024.1	15025445	0	1	False
788233	CM014021.1	8346047	-0.235294	0.0806734	False
788282	CM014025.1	8970867	0	1	False
788657	CM014021.1	4902167	0	1	False
789241	CM014033.1	19525145	-0.0294117	1	False
789298	CM014017.1	4081459	0	1	False
789301	CM014026.1	1717146	-0.205882	0.0792973	False
789457	CM014015.1	6837711	-0.0294117	1	False
789543	CM014025.1	10476388	0	1	False
789566	CM014030.1	13320840	-0.147059	0.314402	False
789591	CM014031.1	849309	-0.0882353	0.599611	False
790063	CM014014.1	21508811	0	1	False
790665	CM014031.1	10554042	0.0294118	1	False
790760	CM014016.1	6581104	0	1	False
791173	CM014025.1	15710129	0	1	False
791555	CM014012.1	22097424	0.0588235	0.70663	False
791702	CM014018.1	17603290	-0.147059	0.314402	False
792237	CM014014.1	25529157	-0.0882353	0.58884	False
792505	CM014034.1	13411648	0	1	False
792590	PKUT01002601.1	19240	0	1	False
792829	CM014027.1	19359533	-0.0588235	0.472917	False
792846	CM014034.1	11142821	-0.117647	0.424618	False
792922	CM014034.1	5980293	0	1	False
793230	CM014033.1	12427927	0	1	False
793234	CM014021.1	629699	0	1	False
793535	PKUT01000043.1	154125	-0.117647	0.459781	False
793620	CM014033.1	20993009	0.0294118	1	False
794722	CM014031.1	160751	-0.0882353	0.352763	False
795194	CM014020.1	13809029	0	1	False
796075	CM014035.1	15290086	0.117647	0.339925	False
796460	CM014026.1	533928	0	1	False
796778	CM014031.1	8691865	0	1	False
797548	CM014022.1	10930681	0.0882353	0.626279	False
797614	PKUT01003081.1	22917	0	1	False
797772	CM014021.1	24738838	-0.117647	0.391081	False
798610	CM014024.1	1367533	0	1	False
798863	CM014023.1	9369410	0	1	False
799508	CM014022.1	1898259	0	1	False
799676	CM014027.1	13106828	0	1	False
799703	CM014027.1	4833303	0.0294118	1	False
800098	CM014020.1	23231033	-0.147059	0.187742	False
800385	CM014036.1	10202552	0	1	False
800913	CM014015.1	13772747	-0.235294	0.0873358	False
801446	CM014032.1	1931915	0.117647	0.339925	False
801633	CM014017.1	24694305	0	1	False
801855	CM014022.1	15593699	0.117647	0.339925	False
802230	PKUT01000629.1	302426	-0.147059	0.330086	False
804467	CM014018.1	23138992	-0.0588235	0.668982	False
805305	CM014032.1	3848276	0	1	False
805327	CM014012.1	19988924	0	1	False
805532	CM014038.1	16334537	0	1	False
807252	CM014017.1	20077812	0.0882353	0.510124	False
807339	CM014035.1	18485046	-0.0294117	1	False
808562	PKUT01000636.1	502363	0	1	False
808901	CM014013.1	4002705	0	1	False
809128	CM014023.1	24691721	0.0294117	1	False
809454	CM014021.1	20558872	0	1	False
809549	CM014024.1	6456712	0	1	False
809832	CM014030.1	13276626	0	1	False
810247	CM014014.1	10968244	0	1	False
810519	CM014022.1	20299105	0.205882	0.104899	False
810529	CM014017.1	13963018	0	1	False
810734	PKUT01002412.1	60183	0.0294118	1	False
810829	CM014013.1	33677736	0	1	False
811068	CM014017.1	26948706	0	1	False
811475	CM014037.1	3467261	0	1	False
811941	CM014028.1	14320828	0	1	False
811992	CM014027.1	24328227	0	1	False
812038	CM014027.1	19716068	0	1	False
812359	CM014021.1	3513043	0	1	False
812375	CM014014.1	31857068	0.0294117	1	False
812690	CM014013.1	18897681	0	1	False
812745	CM014014.1	18792459	0	1	False
812780	CM014027.1	13277783	0	1	False
812871	CM014030.1	3342458	0.117647	0.368261	False
812961	CM014032.1	15000780	0.0294118	1	False
813033	CM014031.1	12397078	0	1	False
813107	CM014024.1	23535741	0.0882353	0.237584	False
813127	CM014014.1	31592648	0	1	False
813451	CM014030.1	23969667	0	1	False
814105	CM014026.1	3465957	0	1	False
814176	CM014033.1	14539902	0	1	False
814828	CM014033.1	19656013	0.0882353	0.47417	False
815370	CM014030.1	16569178	-0.117647	0.424618	False
815692	CM014039.1	885266	-0.0882353	0.424798	False
815741	CM014030.1	10876407	0	1	False
815995	CM014023.1	5910530	-0.0588235	0.764244	False
816325	CM014036.1	4883177	0	1	False
816625	PKUT01000438.1	73257	-0.0588235	0.606282	False
816663	CM014038.1	5770384	0	1	False
816806	CM014029.1	1107182	0.0294118	1	False
816842	CM014012.1	30895119	0	1	False
818257	CM014027.1	28328709	0	1	False
819298	CM014021.1	28870917	0	1	False
819399	CM014037.1	10237013	0.0294118	1	False
819538	CM014032.1	10089087	0	1	False
819721	CM014030.1	1917443	0	1	False
820160	PKUT01000878.1	71103	-0.0294118	1	False
821037	CM014032.1	8670900	0.0294118	1	False
821038	CM014040.1	1433399	-0.176471	0.133729	False
821220	CM014039.1	939698	-0.0294117	1	False
821349	CM014012.1	25074790	0	1	False
821427	CM014024.1	23842713	0.0882353	0.237584	False
822812	CM014014.1	73807	-0.235294	0.0756806	False
822928	CM014031.1	18897714	0	1	False
822977	CM014013.1	18466735	0	1	False
823209	CM014035.1	18522616	0	1	False
823594	CM014035.1	18968570	-0.117647	0.446491	False
823999	CM014030.1	14073590	0	1	False
824444	CM014013.1	22680394	-0.0294118	1	False
824520	CM014012.1	29931216	-0.147059	0.314402	False
825660	CM014037.1	11085889	-0.0294118	1	False
825855	CM014024.1	19878299	0	1	False
827057	CM014021.1	20574634	0	1	False
827102	CM014027.1	30398789	0.147059	0.262618	False
827556	CM014040.1	3227783	0.0588235	0.70663	False
827783	CM014017.1	3808896	-0.0588235	0.70663	False
828203	CM014028.1	17245176	0	1	False
828274	PKUT01002459.1	10134	0	1	False
828739	CM014018.1	14415630	0.0882353	0.352763	False
828841	CM014027.1	30313471	0	1	False
828927	CM014021.1	4569395	0	1	False
829435	CM014015.1	28184641	0.176471	0.222026	False
829707	CM014036.1	13605532	0	1	False
830319	CM014012.1	36938241	0	1	False
830681	CM014039.1	4761502	0	1	False
831054	CM014020.1	5608209	0	1	False
831164	CM014016.1	22892795	0.0294118	1	False
831251	CM014019.1	6101620	0	1	False
831357	CM014012.1	813480	0	1	False
831528	CM014021.1	16020342	-0.0588235	0.472917	False
831576	CM014024.1	19622485	0	1	False
831648	CM014024.1	26559779	0	1	False
831833	CM014013.1	27132560	0	1	False
832235	CM014033.1	14081062	0	1	False
832454	CM014021.1	8464602	0	1	False
832464	CM014018.1	25640485	0	1	False
832576	CM014015.1	32304312	0	1	False
832707	PKUT01002716.1	25669	0	1	False
832878	CM014033.1	15712726	0	1	False
832991	CM014032.1	44894	0.0882353	0.575403	False
833041	CM014032.1	9744274	0	1	False
833518	CM014016.1	26231470	0	1	False
833945	CM014029.1	17649684	-0.0588235	0.799681	False
